Mileage,Power,Transmission,Fuel,Drive_type,Doors,Seats,CO2_emissions,Engine_capacity,Emission_class,Year,Make,Body,Interior_material,price,Link
20,90.0,0,1,0,1,5,140.0,999.0,1,2024,Dacia,Hatchback,Other interior material,23299,/car/69834785/dacia-sandero-stepway-extreme-67-kw
10,177.0,0,1,1,1,5,129.0,1598.0,3,2024,Hyundai,SUV / offroad,Cloth interior,35199,/car/69834704/hyundai-tucson-1-6-n-dct-132-kw
15,138.0,1,2,0,1,5,108.0,1482.0,1,2024,Hyundai,Sedans / saloons,Cloth interior,26199,/car/69834691/hyundai-i30-t-gdi-103-kw
15,138.0,1,2,0,1,5,108.0,1482.0,1,2024,Hyundai,Sedans / saloons,Cloth interior,26199,/car/69834691/hyundai-i30-t-gdi-103-kw
10,109.0,1,1,0,1,7,131.0,999.0,1,2024,Dacia,MPV,Cloth interior,26049,/car/69834634/dacia-jogger-tce-81-kw
10,109.0,1,1,0,1,7,131.0,999.0,1,2024,Dacia,MPV,Cloth interior,26049,/car/69834634/dacia-jogger-tce-81-kw
2,129.0,1,0,0,0,3,167.0,1995.0,1,2023,Ford,Cargo VAN,Cloth interior,38649,/car/69834510/ford-transit-l3h2-trend-96-kw
0,129.0,0,1,0,1,5,109.0,1199.0,1,2024,Peugeot,SUV / offroad,Part leather interior,28599,/car/69834342/peugeot-2008-96-kw
10,138.0,0,1,0,1,5,108.0,1482.0,1,2024,Hyundai,Station Wagon,Cloth interior,28949,/car/69833922/hyundai-i30-kombi-1-5-t-gdi-n-line-dct-103-kw
10,109.0,1,1,0,1,5,109.0,999.0,1,2024,Seat,SUV / offroad,Cloth interior,23049,/car/69833911/seat-arona-1-0-tsi-fr-81-kw
10,282.0,0,0,1,1,5,184.0,2967.0,1,2024,Volkswagen,SUV / offroad,Full leather interior,80799,/car/69833811/volkswagen-touareg-3-0-tdi-4motion-210-kw
20,138.0,1,1,0,1,5,142.0,1482.0,1,2024,Kia,Station Wagon,Part leather interior,28599,/car/69833803/kia-ceed-sportswagon-edition-103-kw
140000,118.0,1,0,0,1,5,118.0,1499.0,1,2021,Ford,SUV / offroad,Other interior material,17249,/car/69833802/ford-puma-1-5-ecoblue-titanium-88-kw
5820,68.0,1,1,0,0,4,88.0,999.0,2,2023,Fiat,Hatchback,Other interior material,15649,/car/69833773/fiat-500-1-0-51-kw
128800,148.0,0,0,0,1,5,113.0,1968.0,1,2021,Volkswagen,Station Wagon,Other interior material,21849,/car/69833771/volkswagen-passat-variant-2-0-tdi-business-dsg-110-kw
10,123.0,1,1,0,1,5,151.0,999.0,1,2024,Ford,MPV/VAN,Cloth interior,27599,/car/69833731/ford-tourneo-courier-titanium-92-kw
0,114.0,0,1,0,1,5,113.0,999.0,1,2024,Volkswagen,SUV / offroad,Cloth interior,28499,/car/69833730/volkswagen-t-cross-1-0-tsi-dsg-85-kw
10,188.0,0,1,0,1,5,126.0,1498.0,1,2024,Cupra,SUV / offroad,Cloth interior,39949,/car/69833723/cupra-formentor-140-kw
65000,103.0,1,0,0,1,5,188.0,1995.0,1,2021,Ford,Cargo VAN,Cloth interior,23049,/car/69833706/ford-transit-l2h2-2-0-trend-77-kw
5,196.0,0,1,1,1,5,136.0,1598.0,3,2024,Hyundai,SUV / offroad,Cloth interior,39449,/car/69833618/hyundai-kona-1-6-t-gdi-dct-146-kw
0,166.0,0,1,1,1,5,169.0,2498.0,3,2024,Subaru,Station Wagon,Full leather interior,41599,/car/69833584/subaru-outback-2-5-124-kw
22000,181.0,1,1,0,0,2,156.0,1998.0,1,2020,Mazda,Cargo VAN,Other interior material,31999,/car/69833572/mazda-mx-5-skyactiv-g-184-135-kw
15,89.0,1,1,0,1,5,135.0,999.0,1,2024,Dacia,Sedans / saloons,Cloth interior,19749,/car/69833485/dacia-logan-66-kw
15,148.0,1,1,1,1,5,141.0,1598.0,1,2024,Hyundai,SUV / offroad,Cloth interior,33499,/car/69833455/hyundai-tucson-110-kw
10,138.0,0,1,0,1,5,108.0,1482.0,1,2024,Hyundai,Station Wagon,Cloth interior,28949,/car/69833452/hyundai-i30-kombi-1-5-t-gdi-n-line-dct-103-kw
20,148.0,0,0,1,1,5,144.0,1968.0,1,2024,Škoda,SUV / offroad,Cloth interior,44249,/car/69833444/skoda-karoq-2-0-tdi-4x4-dsg-sportline-110-kw
0,114.0,1,1,0,1,5,113.0,999.0,1,2024,Škoda,Hatchback,Cloth interior,24899,/car/69833414/skoda-scala-1-0-tsi-85-kw
17200,127.0,1,1,0,1,5,120.0,1373.0,1,2023,Suzuki,SUV / offroad,Cloth interior,20949,/car/69833401/suzuki-sx4-s-cross-s-cross-1-4-hybrid-comfort-95-kw
10,98.0,0,1,0,1,5,111.0,998.0,3,2024,Hyundai,Sedans / saloons,Cloth interior,27499,/car/69833360/hyundai-i30-73-kw
10,329.0,0,1,1,1,5,165.0,1984.0,3,2024,Volkswagen,Hatchback,Cloth interior,47699,/car/69833307/volkswagen-golf-r-4motion-dsg-245-kw
0,166.0,0,1,1,1,5,169.0,2498.0,3,2024,Subaru,Station Wagon,Full leather interior,41599,/car/69832983/subaru-outback-2-5-124-kw
10,153.0,0,1,0,1,5,108.0,999.0,1,2024,Ford,Station Wagon,Cloth interior,31649,/car/69832934/ford-focus-1-0-mhev-114-kw
16900,109.0,1,1,0,1,5,166.0,1199.0,3,2023,Peugeot,MPV/VAN,Other interior material,24149,/car/69832907/peugeot-rifter-puretech-110-81-kw
15,148.0,0,1,0,1,5,117.0,1498.0,1,2024,Škoda,Station Wagon,Cloth interior,36099,/car/69832739/skoda-octavia-combi-1-5-tsi-dsg-110-kw
10,148.0,0,1,0,1,5,116.0,1498.0,1,2024,Škoda,SUV / offroad,Cloth interior,30799,/car/69832732/skoda-kamiq-1-5-tsi-dsg-monte-carlo-110-kw
0,78.0,1,1,0,1,5,112.0,1197.0,3,2024,Hyundai,Hatchback,Cloth interior,18099,/car/69832682/hyundai-i20-1-2-58-kw
18000,94.0,1,0,0,1,5,106.0,1248.0,2,2024,Fiat,SUV / offroad,Other interior material,21049,/car/69828549/fiat-500x-1-3-multijet-70-kw
10,148.0,0,0,0,1,5,100.0,1968.0,1,2024,Škoda,Station Wagon,Cloth interior,37399,/car/69828454/skoda-octavia-combi-2-0-tdi-110-kw
0,138.0,0,1,0,1,5,143.0,1482.0,3,2024,Kia,Station Wagon,Cloth interior,26799,/car/69828297/kia-ceed-sportswagon-1-5-t-gdi-103-kw
15,78.0,1,1,0,1,5,105.0,1197.0,1,2024,Hyundai,Hatchback,Cloth interior,18699,/car/69828193/hyundai-i10-1-2-58-kw
8200,148.0,0,1,0,1,5,119.0,1498.0,1,2023,Volkswagen,Hatchback,Cloth interior,28349,/car/69828188/volkswagen-golf-dsg-110-kw
2,129.0,1,0,0,0,3,167.0,1995.0,1,2023,Ford,Cargo VAN,Cloth interior,38649,/car/69828075/ford-transit-l3h2-trend-96-kw
10,114.0,0,1,0,1,5,111.0,999.0,1,2024,Volkswagen,SUV / offroad,Cloth interior,26849,/car/69827989/volkswagen-taigo-1-0-tsi-dsg-85-kw
10,114.0,0,1,0,1,5,111.0,999.0,1,2024,Volkswagen,SUV / offroad,Cloth interior,26849,/car/69827989/volkswagen-taigo-1-0-tsi-dsg-85-kw
50441,118.0,1,1,0,1,5,125.0,998.0,2,2019,Hyundai,SUV / offroad,Full leather interior,19499,/car/69827905/hyundai-kona-1-0-t-gdi-88-kw
10,123.0,1,1,0,1,5,151.0,999.0,1,2024,Ford,MPV/VAN,Cloth interior,27599,/car/69827846/ford-tourneo-courier-titanium-92-kw
10,98.0,0,1,0,1,5,111.0,998.0,3,2024,Hyundai,Sedans / saloons,Cloth interior,27499,/car/69827843/hyundai-i30-73-kw
0,78.0,1,1,0,1,5,112.0,1197.0,3,2024,Hyundai,Hatchback,Cloth interior,17549,/car/69827615/hyundai-i20-1-2-58-kw
15500,148.0,0,1,0,1,5,116.0,1498.0,1,2023,Škoda,Hatchback,Cloth interior,28149,/car/69827602/skoda-scala-monte-carlo-110-kw
10,190.0,0,0,1,1,5,143.0,1968.0,1,2024,Volkswagen,SUV / offroad,Cloth interior,47299,/car/69827548/volkswagen-tiguan-4motion-dsg-142-kw
105000,161.0,0,0,0,1,5,108.0,1968.0,1,2022,Audi,Station Wagon,Cloth interior,34349,/car/69827378/audi-a4-35-tdi-s-tronic-avant-120-kw
10,296.0,0,1,0,1,5,151.0,1984.0,3,2024,Volkswagen,Hatchback,Cloth interior,46649,/car/69827158/volkswagen-golf-gti-clubsport-dsg-221-kw
8,123.0,1,1,0,1,5,99.0,998.0,1,2024,Ford,SUV / offroad,Cloth interior,31299,/car/69827118/ford-puma-1-0-ecoboost-st-line-92-kw
17000,148.0,0,1,0,1,5,143.0,1498.0,3,2023,Škoda,SUV / offroad,Full leather interior,37699,/car/69826387/skoda-kodiaq-tsi-act-dsg-style-110-kw
69990,94.0,1,1,0,1,5,110.0,999.0,3,2021,Volkswagen,Hatchback,Other interior material,15799,/car/69826294/volkswagen-polo-1-0-tsi-70-kw
36000,306.0,0,1,1,1,5,165.0,1984.0,2,2022,Audi,Sedans / saloons,Part leather interior,41299,/car/69825966/audi-s3-2-0-tfsi-quattro-s-line-228-kw
80000,129.0,0,0,0,1,5,108.0,1499.0,2,2021,Peugeot,SUV / offroad,Cloth interior,22449,/car/69825946/peugeot-3008-bluehdi-active-96-kw
30385,74.0,1,1,0,1,5,120.0,1084.0,3,2022,Ford,Hatchback,Other interior material,16099,/car/69824931/ford-fiesta-1-1-55-kw
60064,109.0,1,1,0,1,5,121.0,999.0,3,2023,Seat,SUV / offroad,Other interior material,22699,/car/69824911/seat-ateca-1-0-tsi-style-81-kw
45590,99.0,1,1,0,1,5,105.0,1199.0,3,2021,Peugeot,SUV / offroad,Other interior material,16749,/car/69824905/peugeot-2008-1-2-puretech-74-kw
119000,148.0,1,0,0,1,5,125.0,1968.0,2,2020,Volkswagen,SUV / offroad,Cloth interior,25149,/car/69823537/volkswagen-tiguan-2-0-tdi-110-kw
39995,94.0,1,0,0,1,5,138.0,1461.0,1,2022,Mercedes-Benz,Cargo VAN,Cloth interior,26649,/car/69823516/mercedes-benz-citan-cdi-tourer-70-kw
117962,114.0,0,0,0,1,5,128.0,1460.0,2,2020,Mercedes-Benz,MPV,Other interior material,24249,/car/69823362/mercedes-benz-b-180-d-85-kw
72490,188.0,0,0,1,1,5,154.0,2140.0,3,2022,Alfa Romeo,SUV / offroad,Other interior material,35699,/car/69823214/alfa-romeo-stelvio-2-2-diesel-140-kw
78423,150.0,1,1,0,1,5,153.0,1598.0,3,2022,Kia,SUV / offroad,Other interior material,22649,/car/69823210/kia-sportage-1-6-gdi-112-kw
14178,201.0,0,2,0,1,5,31.0,1400.0,3,2022,Audi,Sedans / saloons,Other interior material,31999,/car/69822996/audi-a3-40-tfsie-s-line-sportback-150-kw
82602,257.0,0,2,0,1,5,24.0,1480.0,3,2022,Lynk & Co,SUV / offroad,Other interior material,24199,/car/69822695/lynk-co-01-phev-192-kw
76672,188.0,0,0,0,1,5,118.0,1995.0,3,2021,BMW,Sedans / saloons,Other interior material,29549,/car/69822621/bmw-320d-advantage-140-kw
111459,148.0,0,1,0,1,5,126.0,1498.0,3,2022,Cupra,SUV / offroad,Other interior material,22449,/car/69822461/cupra-formentor-1-5-tsi-dsg-110-kw
52719,129.0,0,0,0,1,5,108.0,1500.0,1,2021,Peugeot,SUV / offroad,Other interior material,26349,/car/69822304/peugeot-5008-bluehdi-eat8-96-kw
29960,138.0,1,1,0,1,5,121.0,1333.0,3,2023,Renault,Hatchback,Other interior material,18599,/car/69822046/renault-clio-tce-techno-103-kw
89000,174.0,0,1,1,1,5,170.0,1591.0,2,2019,Hyundai,SUV / offroad,Part leather interior,22999,/car/69821800/hyundai-tucson-4wd-n-line-130-kw
50000,129.0,1,1,0,1,5,150.0,1395.0,2,2020,Volkswagen,Cargo VAN,Cloth interior,24699,/car/69821548/volkswagen-caddy-1-4-tsi-comfortline-96-kw
43000,168.0,0,1,1,1,5,190.0,1368.0,1,2020,Jeep,SUV / offroad,Full leather interior,23599,/car/69821457/jeep-compass-1-4-125-kw
